23,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",0,2,94,2013-08-27 23:52:37.519259
24,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",2,4,35,2013-08-27 23:52:37.519260
25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",0,1,80,2013-08-27 23:52:37.519261
26,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",3,7,64,2013-08-27 23:52:37.519262
27,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",3,4,22,2013-08-27 23:52:37.519263
28,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",4,3,49,2013-08-27 23:52:37.519264
29,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",5,4,76,2013-08-27 23:52:37.519265
30,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",2,1,70,2013-08-27 23:52:37.519266
31,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",1,6,103,2013-08-27 23:52:37.519267
32,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",2,2,90,2013-08-27 23:52:37.519268
33,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",5,5,61,2013-08-27 23:52:37.519269
34,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",4,2,104,2013-08-27 23:52:37.519270
35,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",3,7,63,2013-08-27 23:52:37.519271
36,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",0,7,98,2013-08-27 23:52:37.519272
37,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",5,1,85,2013-08-27 23:52:37.519273
38,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",4,4,94,2013-08-27 23:52:37.519274
39,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",0,7,41,2013-08-27 23:52:37.519275
40,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",0,5,77,2013-08-27 23:52:37.519276
41,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",4,2,77,2013-08-27 23:52:37.519277
42,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",3,4,72,2013-08-27 23:52:37.519278
43,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",2,3,77,2013-08-27 23:52:37.519279
44,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",5,8,44,2013-08-27 23:52:37.519280
45,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",0,4,55,2013-08-27 23:52:37.519281
46,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",0,2,43,2013-08-27 23:52:37.519282
47,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",1,8,103,2013-08-27 23:52:37.519283
48,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",0,8,64,2013-08-27 23:52:37.519284
49,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",4,7,45,2013-08-27 23:52:37.519285
50,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",4,4,77,2013-08-27 23:52:37.519286
51,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",2,6,76,2013-08-27 23:52:37.519287
52,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",4,8,70,2013-08-27 23:52:37.519288
53,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",4,2,105,2013-08-27 23:52:37.519289
54,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",3,8,62,2013-08-27 23:52:37.519290
55,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",1,3,104,2013-08-27 23:52:37.519291
56,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sed turpis est, lacinia posuere massa auctor, mattis tempus lacus. Sed ut bibendum tellus. Etiam gravida facilisis iaculis. Nulla a sapien semper, iaculis risus quis, consequat quam. Proin vulputate mauris egestas consequat gravida. Curabitur eget nunc iaculis, faucibus lorem eu, rhoncus ipsum. Pellentesque eu venenatis orci. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. ",4,3,78,2013-08-27 23:52:37.519292
